docname,topic,proportion
Privacy_Rights_Cleaned.aws.csv:7023,001,1.0
Privacy_Rights_Cleaned.aws.csv:7058,001,0.53785
Privacy_Rights_Cleaned.aws.csv:7058,000,0.46215
Privacy_Rights_Cleaned.aws.csv:7093,000,0.613612
Privacy_Rights_Cleaned.aws.csv:7093,001,0.232263
Privacy_Rights_Cleaned.aws.csv:7093,003,0.111484
Privacy_Rights_Cleaned.aws.csv:7093,002,0.042641
Privacy_Rights_Cleaned.aws.csv:7128,000,0.614091
Privacy_Rights_Cleaned.aws.csv:7128,001,0.268828
Privacy_Rights_Cleaned.aws.csv:7128,004,0.064835
Privacy_Rights_Cleaned.aws.csv:7128,003,0.052246
Privacy_Rights_Cleaned.aws.csv:7163,000,1.0
Privacy_Rights_Cleaned.aws.csv:7198,000,0.746046
Privacy_Rights_Cleaned.aws.csv:7198,003,0.152056
Privacy_Rights_Cleaned.aws.csv:7198,001,0.101898
Privacy_Rights_Cleaned.aws.csv:7233,000,0.653483
Privacy_Rights_Cleaned.aws.csv:7233,001,0.30863
Privacy_Rights_Cleaned.aws.csv:7233,003,0.037887
Privacy_Rights_Cleaned.aws.csv:7268,000,1.0
Privacy_Rights_Cleaned.aws.csv:7303,000,1.0
Privacy_Rights_Cleaned.aws.csv:7338,002,1.0
Privacy_Rights_Cleaned.aws.csv:7373,001,1.0
Privacy_Rights_Cleaned.aws.csv:7408,000,1.0
Privacy_Rights_Cleaned.aws.csv:7443,002,1.0
Privacy_Rights_Cleaned.aws.csv:7478,002,1.0
Privacy_Rights_Cleaned.aws.csv:7513,002,0.538156
Privacy_Rights_Cleaned.aws.csv:7513,000,0.461844
Privacy_Rights_Cleaned.aws.csv:7548,002,1.0
Privacy_Rights_Cleaned.aws.csv:7583,001,1.0
Privacy_Rights_Cleaned.aws.csv:7618,003,0.565705
Privacy_Rights_Cleaned.aws.csv:7618,000,0.434295
Privacy_Rights_Cleaned.aws.csv:7653,000,1.0
Privacy_Rights_Cleaned.aws.csv:7688,000,1.0
Privacy_Rights_Cleaned.aws.csv:7723,001,1.0
Privacy_Rights_Cleaned.aws.csv:7758,001,1.0
Privacy_Rights_Cleaned.aws.csv:7793,000,1.0
Privacy_Rights_Cleaned.aws.csv:7828,002,1.0
Privacy_Rights_Cleaned.aws.csv:7863,000,1.0
Privacy_Rights_Cleaned.aws.csv:7898,003,1.0
Privacy_Rights_Cleaned.aws.csv:7933,001,1.0
Privacy_Rights_Cleaned.aws.csv:7968,000,0.611857
Privacy_Rights_Cleaned.aws.csv:7968,001,0.388143
Privacy_Rights_Cleaned.aws.csv:8003,002,1.0
Privacy_Rights_Cleaned.aws.csv:8038,000,1.0
Privacy_Rights_Cleaned.aws.csv:8073,000,1.0
Privacy_Rights_Cleaned.aws.csv:8108,000,1.0
Privacy_Rights_Cleaned.aws.csv:8143,000,0.621633
Privacy_Rights_Cleaned.aws.csv:8143,001,0.370992
Privacy_Rights_Cleaned.aws.csv:8143,003,0.007376
Privacy_Rights_Cleaned.aws.csv:27,000,1.0
Privacy_Rights_Cleaned.aws.csv:62,000,1.0
Privacy_Rights_Cleaned.aws.csv:97,001,1.0
Privacy_Rights_Cleaned.aws.csv:132,000,1.0
Privacy_Rights_Cleaned.aws.csv:167,001,1.0
Privacy_Rights_Cleaned.aws.csv:202,004,1.0
Privacy_Rights_Cleaned.aws.csv:237,000,1.0
Privacy_Rights_Cleaned.aws.csv:272,002,1.0
Privacy_Rights_Cleaned.aws.csv:307,002,1.0
Privacy_Rights_Cleaned.aws.csv:342,000,0.892852
Privacy_Rights_Cleaned.aws.csv:342,001,0.107148
Privacy_Rights_Cleaned.aws.csv:377,000,0.709493
Privacy_Rights_Cleaned.aws.csv:377,001,0.248235
Privacy_Rights_Cleaned.aws.csv:377,003,0.042272
Privacy_Rights_Cleaned.aws.csv:412,000,1.0
Privacy_Rights_Cleaned.aws.csv:447,003,1.0
Privacy_Rights_Cleaned.aws.csv:482,000,0.654708
Privacy_Rights_Cleaned.aws.csv:482,001,0.152506
Privacy_Rights_Cleaned.aws.csv:482,003,0.090641
Privacy_Rights_Cleaned.aws.csv:482,004,0.073503
Privacy_Rights_Cleaned.aws.csv:482,002,0.028641
Privacy_Rights_Cleaned.aws.csv:517,000,1.0
Privacy_Rights_Cleaned.aws.csv:552,000,0.669987
Privacy_Rights_Cleaned.aws.csv:552,003,0.330013
Privacy_Rights_Cleaned.aws.csv:587,000,1.0
Privacy_Rights_Cleaned.aws.csv:622,000,0.556928
Privacy_Rights_Cleaned.aws.csv:622,003,0.443072
Privacy_Rights_Cleaned.aws.csv:657,000,0.715999
Privacy_Rights_Cleaned.aws.csv:657,004,0.179284
Privacy_Rights_Cleaned.aws.csv:657,001,0.104717
Privacy_Rights_Cleaned.aws.csv:692,000,1.0
Privacy_Rights_Cleaned.aws.csv:727,004,1.0
Privacy_Rights_Cleaned.aws.csv:762,001,1.0
Privacy_Rights_Cleaned.aws.csv:797,000,1.0
Privacy_Rights_Cleaned.aws.csv:832,000,0.638544
Privacy_Rights_Cleaned.aws.csv:832,001,0.361456
Privacy_Rights_Cleaned.aws.csv:867,000,1.0
Privacy_Rights_Cleaned.aws.csv:902,003,1.0
Privacy_Rights_Cleaned.aws.csv:937,001,0.480955
Privacy_Rights_Cleaned.aws.csv:937,000,0.479342
Privacy_Rights_Cleaned.aws.csv:937,003,0.039703
Privacy_Rights_Cleaned.aws.csv:972,002,1.0
Privacy_Rights_Cleaned.aws.csv:1007,000,1.0
Privacy_Rights_Cleaned.aws.csv:1042,000,1.0
Privacy_Rights_Cleaned.aws.csv:1077,004,1.0
Privacy_Rights_Cleaned.aws.csv:1112,000,0.713238
Privacy_Rights_Cleaned.aws.csv:1112,003,0.286763
Privacy_Rights_Cleaned.aws.csv:1147,000,1.0
Privacy_Rights_Cleaned.aws.csv:1182,001,1.0
Privacy_Rights_Cleaned.aws.csv:1217,000,1.0
Privacy_Rights_Cleaned.aws.csv:1252,000,0.701547
Privacy_Rights_Cleaned.aws.csv:1252,001,0.263336
Privacy_Rights_Cleaned.aws.csv:1252,003,0.035118
Privacy_Rights_Cleaned.aws.csv:1287,000,1.0
Privacy_Rights_Cleaned.aws.csv:1322,000,1.0
Privacy_Rights_Cleaned.aws.csv:1357,003,1.0
Privacy_Rights_Cleaned.aws.csv:1392,004,1.0
Privacy_Rights_Cleaned.aws.csv:1427,001,1.0
Privacy_Rights_Cleaned.aws.csv:1462,000,1.0
Privacy_Rights_Cleaned.aws.csv:1497,000,1.0
Privacy_Rights_Cleaned.aws.csv:1532,001,1.0
Privacy_Rights_Cleaned.aws.csv:1567,000,1.0
Privacy_Rights_Cleaned.aws.csv:1602,000,0.552265
Privacy_Rights_Cleaned.aws.csv:1602,001,0.447735
Privacy_Rights_Cleaned.aws.csv:1637,001,1.0
Privacy_Rights_Cleaned.aws.csv:1672,003,1.0
Privacy_Rights_Cleaned.aws.csv:1707,000,0.648481
Privacy_Rights_Cleaned.aws.csv:1707,001,0.223374
Privacy_Rights_Cleaned.aws.csv:1707,004,0.090754
Privacy_Rights_Cleaned.aws.csv:1707,003,0.037391
Privacy_Rights_Cleaned.aws.csv:1742,000,0.599502
Privacy_Rights_Cleaned.aws.csv:1742,001,0.349183
Privacy_Rights_Cleaned.aws.csv:1742,003,0.051315
Privacy_Rights_Cleaned.aws.csv:1777,000,1.0
Privacy_Rights_Cleaned.aws.csv:1812,000,0.531302
Privacy_Rights_Cleaned.aws.csv:1812,001,0.337537
Privacy_Rights_Cleaned.aws.csv:1812,004,0.096284
Privacy_Rights_Cleaned.aws.csv:1812,003,0.034877
Privacy_Rights_Cleaned.aws.csv:1847,001,1.0
Privacy_Rights_Cleaned.aws.csv:1882,000,0.575848
Privacy_Rights_Cleaned.aws.csv:1882,001,0.424152
Privacy_Rights_Cleaned.aws.csv:1917,000,0.616631
Privacy_Rights_Cleaned.aws.csv:1917,001,0.229074
Privacy_Rights_Cleaned.aws.csv:1917,004,0.095487
Privacy_Rights_Cleaned.aws.csv:1917,003,0.039174
Privacy_Rights_Cleaned.aws.csv:1917,002,0.019635
Privacy_Rights_Cleaned.aws.csv:1952,002,1.0
Privacy_Rights_Cleaned.aws.csv:1987,004,1.0
Privacy_Rights_Cleaned.aws.csv:2022,000,0.425671
Privacy_Rights_Cleaned.aws.csv:2022,001,0.424796
Privacy_Rights_Cleaned.aws.csv:2022,004,0.149533
Privacy_Rights_Cleaned.aws.csv:2057,004,1.0
Privacy_Rights_Cleaned.aws.csv:2092,000,1.0
Privacy_Rights_Cleaned.aws.csv:2127,000,1.0
Privacy_Rights_Cleaned.aws.csv:2162,000,0.683258
Privacy_Rights_Cleaned.aws.csv:2162,004,0.245026
Privacy_Rights_Cleaned.aws.csv:2162,001,0.071715
Privacy_Rights_Cleaned.aws.csv:2197,000,0.736432
Privacy_Rights_Cleaned.aws.csv:2197,001,0.179715
Privacy_Rights_Cleaned.aws.csv:2197,004,0.05128
Privacy_Rights_Cleaned.aws.csv:2197,003,0.032574
Privacy_Rights_Cleaned.aws.csv:2232,000,1.0
Privacy_Rights_Cleaned.aws.csv:2267,001,0.519242
Privacy_Rights_Cleaned.aws.csv:2267,000,0.37806
Privacy_Rights_Cleaned.aws.csv:2267,003,0.102698
Privacy_Rights_Cleaned.aws.csv:2302,003,1.0
Privacy_Rights_Cleaned.aws.csv:2337,003,1.0
Privacy_Rights_Cleaned.aws.csv:2372,003,1.0
Privacy_Rights_Cleaned.aws.csv:2407,004,1.0
Privacy_Rights_Cleaned.aws.csv:2442,000,1.0
Privacy_Rights_Cleaned.aws.csv:2477,000,1.0
Privacy_Rights_Cleaned.aws.csv:2512,004,1.0
Privacy_Rights_Cleaned.aws.csv:2547,000,1.0
Privacy_Rights_Cleaned.aws.csv:2582,000,1.0
Privacy_Rights_Cleaned.aws.csv:2617,000,1.0
Privacy_Rights_Cleaned.aws.csv:2652,000,1.0
Privacy_Rights_Cleaned.aws.csv:2687,004,1.0
Privacy_Rights_Cleaned.aws.csv:2722,000,0.63654
Privacy_Rights_Cleaned.aws.csv:2722,001,0.21991
Privacy_Rights_Cleaned.aws.csv:2722,004,0.14355
Privacy_Rights_Cleaned.aws.csv:2757,000,1.0
Privacy_Rights_Cleaned.aws.csv:2792,000,1.0
Privacy_Rights_Cleaned.aws.csv:2827,002,1.0
Privacy_Rights_Cleaned.aws.csv:2862,002,0.499817
Privacy_Rights_Cleaned.aws.csv:2862,000,0.475483
Privacy_Rights_Cleaned.aws.csv:2862,003,0.024701
Privacy_Rights_Cleaned.aws.csv:2897,000,1.0
Privacy_Rights_Cleaned.aws.csv:2932,000,1.0
Privacy_Rights_Cleaned.aws.csv:2967,000,0.560189
Privacy_Rights_Cleaned.aws.csv:2967,001,0.220628
Privacy_Rights_Cleaned.aws.csv:2967,004,0.219183
Privacy_Rights_Cleaned.aws.csv:3002,000,0.66003
Privacy_Rights_Cleaned.aws.csv:3002,001,0.264927
Privacy_Rights_Cleaned.aws.csv:3002,004,0.075043
Privacy_Rights_Cleaned.aws.csv:3037,002,0.686308
Privacy_Rights_Cleaned.aws.csv:3037,000,0.280283
Privacy_Rights_Cleaned.aws.csv:3037,003,0.03341
Privacy_Rights_Cleaned.aws.csv:3072,000,1.0
Privacy_Rights_Cleaned.aws.csv:3107,003,1.0
Privacy_Rights_Cleaned.aws.csv:3142,000,1.0
Privacy_Rights_Cleaned.aws.csv:3177,000,1.0
Privacy_Rights_Cleaned.aws.csv:3212,003,1.0
Privacy_Rights_Cleaned.aws.csv:3247,000,1.0
Privacy_Rights_Cleaned.aws.csv:3282,000,1.0
Privacy_Rights_Cleaned.aws.csv:3317,000,0.52677
Privacy_Rights_Cleaned.aws.csv:3317,001,0.47323
Privacy_Rights_Cleaned.aws.csv:3352,002,0.542491
Privacy_Rights_Cleaned.aws.csv:3352,000,0.433743
Privacy_Rights_Cleaned.aws.csv:3352,003,0.023766
Privacy_Rights_Cleaned.aws.csv:3387,004,1.0
Privacy_Rights_Cleaned.aws.csv:3422,002,0.538004
Privacy_Rights_Cleaned.aws.csv:3422,000,0.402105
Privacy_Rights_Cleaned.aws.csv:3422,003,0.05989
Privacy_Rights_Cleaned.aws.csv:3457,000,1.0
Privacy_Rights_Cleaned.aws.csv:3492,000,1.0
Privacy_Rights_Cleaned.aws.csv:3527,001,1.0
Privacy_Rights_Cleaned.aws.csv:3562,003,1.0
Privacy_Rights_Cleaned.aws.csv:3597,004,1.0
Privacy_Rights_Cleaned.aws.csv:3632,001,1.0
Privacy_Rights_Cleaned.aws.csv:3667,000,0.531465
Privacy_Rights_Cleaned.aws.csv:3667,001,0.2558
Privacy_Rights_Cleaned.aws.csv:3667,004,0.190659
Privacy_Rights_Cleaned.aws.csv:3667,002,0.022076
Privacy_Rights_Cleaned.aws.csv:3702,000,1.0
Privacy_Rights_Cleaned.aws.csv:3737,000,0.496571
Privacy_Rights_Cleaned.aws.csv:3737,004,0.289171
Privacy_Rights_Cleaned.aws.csv:3737,001,0.214256
Privacy_Rights_Cleaned.aws.csv:3772,000,1.0
Privacy_Rights_Cleaned.aws.csv:3807,000,1.0
Privacy_Rights_Cleaned.aws.csv:3842,001,1.0
Privacy_Rights_Cleaned.aws.csv:3877,001,1.0
Privacy_Rights_Cleaned.aws.csv:3912,001,1.0
Privacy_Rights_Cleaned.aws.csv:3947,004,1.0
Privacy_Rights_Cleaned.aws.csv:3982,002,0.622067
Privacy_Rights_Cleaned.aws.csv:3982,000,0.377933
Privacy_Rights_Cleaned.aws.csv:4017,001,1.0
Privacy_Rights_Cleaned.aws.csv:4052,000,0.604877
Privacy_Rights_Cleaned.aws.csv:4052,002,0.301998
Privacy_Rights_Cleaned.aws.csv:4052,003,0.093126
Privacy_Rights_Cleaned.aws.csv:4087,001,1.0
Privacy_Rights_Cleaned.aws.csv:4110,000,1.0
Privacy_Rights_Cleaned.aws.csv:4145,002,0.653217
Privacy_Rights_Cleaned.aws.csv:4145,000,0.346783
Privacy_Rights_Cleaned.aws.csv:4180,001,1.0
Privacy_Rights_Cleaned.aws.csv:4215,002,1.0
Privacy_Rights_Cleaned.aws.csv:4250,000,1.0
Privacy_Rights_Cleaned.aws.csv:4285,000,0.625375
Privacy_Rights_Cleaned.aws.csv:4285,004,0.203896
Privacy_Rights_Cleaned.aws.csv:4285,001,0.170729
Privacy_Rights_Cleaned.aws.csv:4320,001,1.0
Privacy_Rights_Cleaned.aws.csv:4355,000,1.0
Privacy_Rights_Cleaned.aws.csv:4390,002,1.0
Privacy_Rights_Cleaned.aws.csv:4425,002,1.0
Privacy_Rights_Cleaned.aws.csv:4460,000,1.0
Privacy_Rights_Cleaned.aws.csv:4495,000,1.0
Privacy_Rights_Cleaned.aws.csv:4530,003,1.0
Privacy_Rights_Cleaned.aws.csv:4565,000,1.0
Privacy_Rights_Cleaned.aws.csv:4600,004,1.0
Privacy_Rights_Cleaned.aws.csv:4635,002,0.62571
Privacy_Rights_Cleaned.aws.csv:4635,000,0.336298
Privacy_Rights_Cleaned.aws.csv:4635,003,0.037992
Privacy_Rights_Cleaned.aws.csv:4670,001,1.0
Privacy_Rights_Cleaned.aws.csv:4705,003,1.0
Privacy_Rights_Cleaned.aws.csv:4740,003,1.0
Privacy_Rights_Cleaned.aws.csv:4775,001,1.0
Privacy_Rights_Cleaned.aws.csv:4810,000,0.650948
Privacy_Rights_Cleaned.aws.csv:4810,001,0.221475
Privacy_Rights_Cleaned.aws.csv:4810,004,0.106031
Privacy_Rights_Cleaned.aws.csv:4810,003,0.021546
Privacy_Rights_Cleaned.aws.csv:4845,003,1.0
Privacy_Rights_Cleaned.aws.csv:4880,000,1.0
Privacy_Rights_Cleaned.aws.csv:4915,000,0.614536
Privacy_Rights_Cleaned.aws.csv:4915,001,0.21454
Privacy_Rights_Cleaned.aws.csv:4915,004,0.071885
Privacy_Rights_Cleaned.aws.csv:4915,002,0.063266
Privacy_Rights_Cleaned.aws.csv:4915,003,0.035772
Privacy_Rights_Cleaned.aws.csv:4950,000,1.0
Privacy_Rights_Cleaned.aws.csv:4985,002,1.0
Privacy_Rights_Cleaned.aws.csv:5020,001,0.734794
Privacy_Rights_Cleaned.aws.csv:5020,000,0.265206
Privacy_Rights_Cleaned.aws.csv:5055,001,0.623226
Privacy_Rights_Cleaned.aws.csv:5055,000,0.376774
Privacy_Rights_Cleaned.aws.csv:5090,000,1.0
Privacy_Rights_Cleaned.aws.csv:5125,001,1.0
Privacy_Rights_Cleaned.aws.csv:5160,000,1.0
Privacy_Rights_Cleaned.aws.csv:5195,004,1.0
Privacy_Rights_Cleaned.aws.csv:5230,003,1.0
Privacy_Rights_Cleaned.aws.csv:5265,000,1.0
Privacy_Rights_Cleaned.aws.csv:5300,000,1.0
Privacy_Rights_Cleaned.aws.csv:5335,000,0.519974
Privacy_Rights_Cleaned.aws.csv:5335,001,0.340484
Privacy_Rights_Cleaned.aws.csv:5335,004,0.079297
Privacy_Rights_Cleaned.aws.csv:5335,003,0.060245
Privacy_Rights_Cleaned.aws.csv:5370,000,0.423707
Privacy_Rights_Cleaned.aws.csv:5370,001,0.408586
Privacy_Rights_Cleaned.aws.csv:5370,003,0.094355
Privacy_Rights_Cleaned.aws.csv:5370,004,0.073351
Privacy_Rights_Cleaned.aws.csv:5405,000,0.627572
Privacy_Rights_Cleaned.aws.csv:5405,001,0.271161
Privacy_Rights_Cleaned.aws.csv:5405,004,0.101267
Privacy_Rights_Cleaned.aws.csv:5440,003,1.0
Privacy_Rights_Cleaned.aws.csv:5475,000,1.0
Privacy_Rights_Cleaned.aws.csv:5510,000,0.523516
Privacy_Rights_Cleaned.aws.csv:5510,001,0.364328
Privacy_Rights_Cleaned.aws.csv:5510,004,0.079607
Privacy_Rights_Cleaned.aws.csv:5510,003,0.032549
Privacy_Rights_Cleaned.aws.csv:5545,000,0.785792
Privacy_Rights_Cleaned.aws.csv:5545,001,0.214207
Privacy_Rights_Cleaned.aws.csv:5580,004,1.0
Privacy_Rights_Cleaned.aws.csv:5615,004,1.0
Privacy_Rights_Cleaned.aws.csv:5650,000,0.601704
Privacy_Rights_Cleaned.aws.csv:5650,001,0.398296
Privacy_Rights_Cleaned.aws.csv:5685,000,1.0
Privacy_Rights_Cleaned.aws.csv:5720,001,1.0
Privacy_Rights_Cleaned.aws.csv:5755,000,1.0
Privacy_Rights_Cleaned.aws.csv:5790,000,1.0
Privacy_Rights_Cleaned.aws.csv:5825,000,1.0
Privacy_Rights_Cleaned.aws.csv:5860,003,1.0
Privacy_Rights_Cleaned.aws.csv:5895,004,1.0
Privacy_Rights_Cleaned.aws.csv:5930,000,1.0
Privacy_Rights_Cleaned.aws.csv:5965,000,1.0
Privacy_Rights_Cleaned.aws.csv:6000,001,1.0
Privacy_Rights_Cleaned.aws.csv:6035,004,1.0
Privacy_Rights_Cleaned.aws.csv:6070,000,0.459604
Privacy_Rights_Cleaned.aws.csv:6070,003,0.329209
Privacy_Rights_Cleaned.aws.csv:6070,001,0.13732
Privacy_Rights_Cleaned.aws.csv:6070,004,0.073867
Privacy_Rights_Cleaned.aws.csv:6105,000,0.622043
Privacy_Rights_Cleaned.aws.csv:6105,001,0.377957
Privacy_Rights_Cleaned.aws.csv:6140,000,1.0
Privacy_Rights_Cleaned.aws.csv:6175,001,1.0
Privacy_Rights_Cleaned.aws.csv:6210,001,1.0
Privacy_Rights_Cleaned.aws.csv:6245,000,1.0
Privacy_Rights_Cleaned.aws.csv:6280,000,1.0
Privacy_Rights_Cleaned.aws.csv:6315,004,1.0
Privacy_Rights_Cleaned.aws.csv:6350,004,1.0
Privacy_Rights_Cleaned.aws.csv:6385,000,1.0
Privacy_Rights_Cleaned.aws.csv:6420,000,0.596016
Privacy_Rights_Cleaned.aws.csv:6420,001,0.390955
Privacy_Rights_Cleaned.aws.csv:6420,003,0.013028
Privacy_Rights_Cleaned.aws.csv:6455,002,1.0
Privacy_Rights_Cleaned.aws.csv:6490,001,1.0
Privacy_Rights_Cleaned.aws.csv:6525,003,1.0
Privacy_Rights_Cleaned.aws.csv:6560,000,0.56369
Privacy_Rights_Cleaned.aws.csv:6560,002,0.404342
Privacy_Rights_Cleaned.aws.csv:6560,003,0.031967
Privacy_Rights_Cleaned.aws.csv:6595,000,1.0
Privacy_Rights_Cleaned.aws.csv:6630,000,0.465166
Privacy_Rights_Cleaned.aws.csv:6630,001,0.367116
Privacy_Rights_Cleaned.aws.csv:6630,004,0.080154
Privacy_Rights_Cleaned.aws.csv:6630,003,0.059646
Privacy_Rights_Cleaned.aws.csv:6630,002,0.027918
Privacy_Rights_Cleaned.aws.csv:6665,003,1.0
Privacy_Rights_Cleaned.aws.csv:6700,000,0.534173
Privacy_Rights_Cleaned.aws.csv:6700,001,0.465826
Privacy_Rights_Cleaned.aws.csv:6735,000,1.0
Privacy_Rights_Cleaned.aws.csv:6770,000,1.0
Privacy_Rights_Cleaned.aws.csv:6805,003,1.0
Privacy_Rights_Cleaned.aws.csv:6840,003,1.0
Privacy_Rights_Cleaned.aws.csv:6875,003,1.0
Privacy_Rights_Cleaned.aws.csv:6910,000,1.0
Privacy_Rights_Cleaned.aws.csv:6945,000,1.0
Privacy_Rights_Cleaned.aws.csv:6980,000,0.53231
Privacy_Rights_Cleaned.aws.csv:6980,003,0.322091
Privacy_Rights_Cleaned.aws.csv:6980,001,0.145599
Privacy_Rights_Cleaned.aws.csv:7015,002,1.0
Privacy_Rights_Cleaned.aws.csv:7050,004,1.0
Privacy_Rights_Cleaned.aws.csv:7085,000,0.544207
Privacy_Rights_Cleaned.aws.csv:7085,001,0.383964
Privacy_Rights_Cleaned.aws.csv:7085,004,0.071829
Privacy_Rights_Cleaned.aws.csv:7120,000,1.0
Privacy_Rights_Cleaned.aws.csv:7155,000,1.0
Privacy_Rights_Cleaned.aws.csv:7190,002,1.0
Privacy_Rights_Cleaned.aws.csv:7225,002,1.0
Privacy_Rights_Cleaned.aws.csv:7260,000,1.0
Privacy_Rights_Cleaned.aws.csv:7295,000,1.0
Privacy_Rights_Cleaned.aws.csv:7330,004,1.0
Privacy_Rights_Cleaned.aws.csv:7365,001,0.736875
Privacy_Rights_Cleaned.aws.csv:7365,000,0.263125
Privacy_Rights_Cleaned.aws.csv:7400,001,0.450298
Privacy_Rights_Cleaned.aws.csv:7400,000,0.414608
Privacy_Rights_Cleaned.aws.csv:7400,004,0.084113
Privacy_Rights_Cleaned.aws.csv:7400,003,0.050981
Privacy_Rights_Cleaned.aws.csv:7435,000,0.782314
Privacy_Rights_Cleaned.aws.csv:7435,003,0.217684
Privacy_Rights_Cleaned.aws.csv:7470,000,1.0
Privacy_Rights_Cleaned.aws.csv:7505,000,1.0
Privacy_Rights_Cleaned.aws.csv:7540,000,1.0
Privacy_Rights_Cleaned.aws.csv:7575,002,1.0
Privacy_Rights_Cleaned.aws.csv:7610,000,1.0
Privacy_Rights_Cleaned.aws.csv:7645,000,1.0
Privacy_Rights_Cleaned.aws.csv:7680,002,1.0
Privacy_Rights_Cleaned.aws.csv:7715,004,1.0
Privacy_Rights_Cleaned.aws.csv:7750,001,1.0
Privacy_Rights_Cleaned.aws.csv:7785,004,1.0
Privacy_Rights_Cleaned.aws.csv:7820,000,0.533379
Privacy_Rights_Cleaned.aws.csv:7820,001,0.466621
Privacy_Rights_Cleaned.aws.csv:7855,004,1.0
Privacy_Rights_Cleaned.aws.csv:7890,001,1.0
Privacy_Rights_Cleaned.aws.csv:7925,000,1.0
Privacy_Rights_Cleaned.aws.csv:7960,001,1.0
Privacy_Rights_Cleaned.aws.csv:7995,000,1.0
Privacy_Rights_Cleaned.aws.csv:8030,000,1.0
Privacy_Rights_Cleaned.aws.csv:8065,003,1.0
Privacy_Rights_Cleaned.aws.csv:8100,000,0.598093
Privacy_Rights_Cleaned.aws.csv:8100,001,0.364704
Privacy_Rights_Cleaned.aws.csv:8100,003,0.037203
Privacy_Rights_Cleaned.aws.csv:8135,000,1.0
Privacy_Rights_Cleaned.aws.csv:17,000,1.0
Privacy_Rights_Cleaned.aws.csv:52,000,0.530254
Privacy_Rights_Cleaned.aws.csv:52,001,0.469746
Privacy_Rights_Cleaned.aws.csv:87,000,0.617029
Privacy_Rights_Cleaned.aws.csv:87,002,0.382971
Privacy_Rights_Cleaned.aws.csv:122,001,1.0
Privacy_Rights_Cleaned.aws.csv:157,000,0.445157
Privacy_Rights_Cleaned.aws.csv:157,001,0.441488
Privacy_Rights_Cleaned.aws.csv:157,003,0.060003
Privacy_Rights_Cleaned.aws.csv:157,004,0.053352
Privacy_Rights_Cleaned.aws.csv:192,001,1.0
Privacy_Rights_Cleaned.aws.csv:227,001,1.0
Privacy_Rights_Cleaned.aws.csv:262,003,1.0
Privacy_Rights_Cleaned.aws.csv:297,002,1.0
Privacy_Rights_Cleaned.aws.csv:332,000,1.0
Privacy_Rights_Cleaned.aws.csv:367,001,0.700826
Privacy_Rights_Cleaned.aws.csv:367,000,0.234574
Privacy_Rights_Cleaned.aws.csv:367,004,0.0646
Privacy_Rights_Cleaned.aws.csv:402,000,1.0
Privacy_Rights_Cleaned.aws.csv:437,001,1.0
Privacy_Rights_Cleaned.aws.csv:472,004,1.0
Privacy_Rights_Cleaned.aws.csv:507,001,0.52847
Privacy_Rights_Cleaned.aws.csv:507,000,0.47153
Privacy_Rights_Cleaned.aws.csv:542,000,0.633485
Privacy_Rights_Cleaned.aws.csv:542,001,0.366515
Privacy_Rights_Cleaned.aws.csv:577,000,0.621267
Privacy_Rights_Cleaned.aws.csv:577,001,0.378733
Privacy_Rights_Cleaned.aws.csv:612,002,1.0
Privacy_Rights_Cleaned.aws.csv:647,000,1.0
Privacy_Rights_Cleaned.aws.csv:682,000,0.670802
Privacy_Rights_Cleaned.aws.csv:682,002,0.329198
Privacy_Rights_Cleaned.aws.csv:717,003,1.0
Privacy_Rights_Cleaned.aws.csv:752,001,1.0
Privacy_Rights_Cleaned.aws.csv:787,001,0.541407
Privacy_Rights_Cleaned.aws.csv:787,000,0.43646
Privacy_Rights_Cleaned.aws.csv:787,003,0.022133
Privacy_Rights_Cleaned.aws.csv:822,003,1.0
Privacy_Rights_Cleaned.aws.csv:857,000,1.0
Privacy_Rights_Cleaned.aws.csv:892,000,1.0
Privacy_Rights_Cleaned.aws.csv:927,000,1.0
Privacy_Rights_Cleaned.aws.csv:962,000,1.0
Privacy_Rights_Cleaned.aws.csv:997,003,1.0
Privacy_Rights_Cleaned.aws.csv:1032,001,1.0
Privacy_Rights_Cleaned.aws.csv:1067,000,0.629566
Privacy_Rights_Cleaned.aws.csv:1067,001,0.346167
Privacy_Rights_Cleaned.aws.csv:1067,003,0.024267
Privacy_Rights_Cleaned.aws.csv:1102,000,0.580374
Privacy_Rights_Cleaned.aws.csv:1102,001,0.237882
Privacy_Rights_Cleaned.aws.csv:1102,004,0.108038
Privacy_Rights_Cleaned.aws.csv:1102,003,0.073707
Privacy_Rights_Cleaned.aws.csv:1137,000,0.603316
Privacy_Rights_Cleaned.aws.csv:1137,001,0.220682
Privacy_Rights_Cleaned.aws.csv:1137,004,0.117905
Privacy_Rights_Cleaned.aws.csv:1137,003,0.058096
Privacy_Rights_Cleaned.aws.csv:1172,000,1.0
Privacy_Rights_Cleaned.aws.csv:1207,000,0.690325
Privacy_Rights_Cleaned.aws.csv:1207,001,0.309675
Privacy_Rights_Cleaned.aws.csv:1242,001,0.510504
Privacy_Rights_Cleaned.aws.csv:1242,000,0.401392
Privacy_Rights_Cleaned.aws.csv:1242,004,0.05482
Privacy_Rights_Cleaned.aws.csv:1242,003,0.033284
Privacy_Rights_Cleaned.aws.csv:1277,000,1.0
Privacy_Rights_Cleaned.aws.csv:1312,002,1.0
Privacy_Rights_Cleaned.aws.csv:1347,000,1.0
